time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
1943-07-05,18.5,4.6,11.3,1.70,1.70,0.00,22.70,3.86
1943-07-06,14.4,6.4,10.3,7.30,7.30,0.00,18.41,2.96
1943-07-07,13.5,4.1,9.2,2.50,2.50,0.00,21.65,3.45
1943-07-08,9.5,3.0,6.0,9.30,9.30,0.00,16.19,2.26
1943-07-09,8.6,0.2,4.5,0.00,0.00,0.00,27.83,3.59
1943-07-10,12.2,0.1,6.8,0.60,0.60,0.00,21.41,3.30
1943-07-11,16.3,5.2,10.8,0.40,0.40,0.00,18.15,3.08
1943-07-12,19.3,3.8,12.8,0.00,0.00,0.00,26.55,4.52
1943-07-13,16.3,4.3,12.1,0.30,0.30,0.00,23.00,3.85
1943-07-14,15.5,4.4,10.5,0.10,0.10,0.00,20.65,3.43
1943-07-15,17.5,6.9,12.7,0.00,0.00,0.00,23.55,3.92
1943-07-16,18.6,8.5,14.0,0.10,0.10,0.00,23.34,4.06
1943-07-17,20.8,3.3,13.6,0.00,0.00,0.00,25.01,4.45
1943-07-18,20.2,7.6,14.3,1.40,1.40,0.00,22.09,3.91
1943-07-19,16.0,7.1,12.7,0.80,0.80,0.00,17.14,2.87
1943-07-20,17.0,9.4,13.3,0.50,0.50,0.00,23.91,4.03
1943-07-21,16.4,5.4,10.9,1.60,1.60,0.00,20.51,3.28
1943-07-22,14.8,7.7,11.2,5.30,5.30,0.00,16.65,2.76
1943-07-23,15.5,5.5,10.6,4.80,4.80,0.00,19.88,3.25
1943-07-24,17.0,5.3,9.9,10.90,10.90,0.00,17.74,2.93
1943-07-25,15.4,2.6,9.3,7.10,7.10,0.00,17.50,2.79
1943-07-26,15.7,2.4,9.8,2.50,2.50,0.00,16.46,2.70
1943-07-27,14.9,5.2,10.1,7.10,7.10,0.00,19.74,3.12
1943-07-28,18.3,4.7,12.0,0.90,0.90,0.00,21.70,3.71
1943-07-29,19.8,3.3,12.9,0.20,0.20,0.00,22.41,3.88
1943-07-30,19.5,3.0,13.3,0.40,0.40,0.00,23.05,4.02
1943-07-31,20.2,6.9,14.6,0.30,0.30,0.00,22.75,4.04
1943-08-01,19.7,9.0,14.4,0.30,0.30,0.00,24.33,4.26
1943-08-02,20.0,7.2,14.2,0.40,0.40,0.00,22.10,3.89
1943-08-03,20.7,6.6,14.5,0.00,0.00,0.00,24.60,4.40
1943-08-04,17.6,7.4,12.9,1.20,1.20,0.00,21.03,3.52
1943-08-05,18.7,6.1,12.8,0.00,0.00,0.00,20.00,3.49
1943-08-06,14.6,6.9,11.0,4.00,4.00,0.00,14.89,2.41
1943-08-07,14.0,3.8,9.6,0.00,0.00,0.00,19.78,3.26
1943-08-08,16.5,4.8,11.0,0.00,0.00,0.00,18.39,3.19
1943-08-09,20.2,6.2,14.1,0.00,0.00,0.00,19.39,3.61
1943-08-10,21.6,9.0,15.9,0.20,0.20,0.00,24.70,4.51
1943-08-11,16.6,8.7,12.8,14.80,14.80,0.00,12.87,2.16
1943-08-12,17.4,8.6,12.3,8.90,8.90,0.00,22.27,3.68
1943-08-13,16.7,5.8,11.1,2.10,2.10,0.00,14.23,2.37
1943-08-14,21.3,6.5,14.2,0.00,0.00,0.00,20.14,3.63
1943-08-15,20.1,9.2,14.8,0.50,0.50,0.00,18.58,3.27
1943-08-16,18.3,11.1,14.5,0.70,0.70,0.00,12.92,2.35
1943-08-17,21.6,6.9,14.5,1.50,1.50,0.00,20.49,3.69
1943-08-18,22.9,9.2,15.7,1.30,1.30,0.00,20.70,3.80
1943-08-19,21.5,6.6,14.9,0.50,0.50,0.00,20.32,3.72
1943-08-20,21.8,7.3,15.1,0.00,0.00,0.00,20.66,3.80
1943-08-21,20.8,6.3,14.8,0.00,0.00,0.00,22.13,4.04
1943-08-22,17.6,6.2,12.7,0.40,0.40,0.00,20.97,3.60
1943-08-23,14.0,8.3,10.6,11.50,11.50,0.00,4.68,0.94
1943-08-24,16.7,4.7,11.8,0.80,0.80,0.00,19.44,3.24
1943-08-25,14.7,7.5,10.6,4.00,4.00,0.00,14.65,2.39
1943-08-26,15.2,3.7,9.9,2.80,2.80,0.00,16.55,2.68
1943-08-27,13.3,7.6,10.3,3.60,3.60,0.00,13.17,2.12
1943-08-28,13.9,1.3,8.1,0.00,0.00,0.00,18.69,2.85
1943-08-29,16.9,1.0,10.2,0.00,0.00,0.00,19.22,3.18
1943-08-30,18.6,3.8,12.0,0.00,0.00,0.00,16.61,2.93
1943-08-31,14.5,5.6,9.9,0.20,0.20,0.00,20.91,3.33
1943-09-01,16.5,2.4,9.6,0.00,0.00,0.00,21.25,3.45
1943-09-02,17.3,2.4,10.3,0.30,0.30,0.00,18.66,3.10
1943-09-03,13.3,5.9,9.6,3.90,3.90,0.00,14.46,2.28
1943-09-04,14.8,3.6,9.8,0.00,0.00,0.00,17.15,2.84
1943-09-05,17.3,-0.9,9.3,0.00,0.00,0.00,22.06,3.60
1943-09-06,20.0,-0.3,11.5,0.00,0.00,0.00,21.02,3.60
1943-09-07,17.9,5.3,12.1,0.00,0.00,0.00,19.88,3.31
1943-09-08,15.7,6.0,11.0,0.10,0.10,0.00,17.65,2.87
1943-09-09,17.4,1.1,9.2,1.20,1.20,0.00,15.49,2.55
1943-09-10,14.9,4.2,9.7,0.20,0.20,0.00,15.57,2.44
1943-09-11,16.7,3.0,10.2,0.10,0.10,0.00,17.61,2.87
1943-09-12,18.8,3.1,11.8,0.00,0.00,0.00,19.79,3.33
1943-09-13,20.4,4.9,13.5,0.10,0.10,0.00,19.36,3.35
1943-09-14,18.1,7.6,13.3,0.00,0.00,0.00,18.95,3.22
1943-09-15,16.7,8.7,12.5,0.00,0.00,0.00,19.46,3.17
1943-09-16,15.8,6.2,11.4,0.10,0.10,0.00,17.86,2.79
1943-09-17,16.4,5.4,10.8,1.00,1.00,0.00,16.56,2.63
1943-09-18,12.9,5.6,8.7,4.40,4.40,0.00,12.64,1.92
1943-09-19,13.6,0.9,8.0,0.00,0.00,0.00,16.05,2.47
1943-09-20,10.3,4.2,7.1,8.70,8.60,0.07,10.99,1.68
1943-09-21,11.1,0.5,5.8,0.00,0.00,0.00,15.40,2.26
1943-09-22,8.6,2.5,5.8,13.20,13.20,0.00,7.51,1.08
1943-09-23,11.1,5.3,7.8,7.60,7.60,0.00,7.24,1.15
1943-09-24,14.4,4.8,9.7,0.30,0.30,0.00,12.66,2.00
1943-09-25,11.2,5.4,7.6,8.60,8.60,0.00,9.00,1.37
1943-09-26,8.1,1.8,4.3,25.20,24.20,0.70,11.95,1.57
1943-09-27,1.8,-3.3,-0.9,22.30,8.90,9.38,4.44,0.58
1943-09-28,1.9,-3.2,-0.5,5.10,4.10,0.70,5.23,0.68
1943-09-29,2.9,0.4,1.5,2.60,2.60,0.00,9.46,1.11
1943-09-30,8.0,-0.8,3.6,0.00,0.00,0.00,12.69,1.63
1943-10-01,7.1,-0.4,3.6,0.70,0.70,0.00,12.09,1.56
1943-10-02,10.0,1.1,4.9,0.00,0.00,0.00,12.97,1.75
1943-10-03,12.8,-2.4,5.4,0.00,0.00,0.00,15.79,2.22
1943-10-04,11.0,-0.3,5.4,0.00,0.00,0.00,14.85,2.06
1943-10-05,14.7,-0.4,7.0,0.00,0.00,0.00,15.70,2.33
1943-10-06,11.9,0.5,5.9,0.00,0.00,0.00,14.94,2.08
1943-10-07,12.9,-1.3,5.7,0.00,0.00,0.00,13.79,1.94
1943-10-08,9.5,1.9,5.7,1.00,1.00,0.00,8.96,1.29
1943-10-09,10.7,5.4,7.8,9.50,9.50,0.00,9.09,1.28
1943-10-10,7.1,3.4,6.0,1.10,1.10,0.00,10.03,1.30
1943-10-11,8.4,3.7,5.7,1.10,1.10,0.00,10.36,1.33
1943-10-12,7.6,3.4,5.3,0.80,0.80,0.00,8.67,1.14
1943-10-13,4.7,0.2,2.5,3.80,3.80,0.00,6.63,0.81
1943-10-14,4.0,-2.8,-0.2,4.00,3.40,0.42,10.40,1.18
1943-10-15,3.8,-1.7,0.5,1.30,0.80,0.35,9.59,1.10
1943-10-16,6.3,-3.9,0.5,1.30,0.00,0.91,9.44,1.17
1943-10-17,3.9,-5.5,-0.5,0.20,0.20,0.00,7.70,0.91
1943-10-18,4.8,0.3,2.3,9.30,9.30,0.00,3.69,0.53
1943-10-19,6.2,0.8,3.4,1.30,1.30,0.00,9.13,1.16
1943-10-20,8.9,-0.3,3.9,0.00,0.00,0.00,10.12,1.31
1943-10-21,11.2,-2.4,4.0,0.00,0.00,0.00,12.19,1.65
1943-10-22,12.7,-0.9,5.2,0.00,0.00,0.00,11.32,1.59
1943-10-23,12.9,2.4,6.5,0.00,0.00,0.00,12.31,1.70
1943-10-24,9.7,-5.3,2.5,0.00,0.00,0.00,12.62,1.61
1943-10-25,5.5,-2.7,2.2,0.00,0.00,0.00,12.48,1.42
1943-10-26,7.1,-0.6,2.9,0.50,0.50,0.00,4.80,0.68
1943-10-27,3.7,0.4,1.7,6.20,6.00,0.14,4.45,0.59
1943-10-28,5.2,1.0,2.7,2.80,2.80,0.00,7.44,0.91
1943-10-29,4.6,0.2,2.0,1.10,1.10,0.00,8.72,0.99
1943-10-30,2.6,-1.7,0.6,0.00,0.00,0.00,8.27,0.92
1943-10-31,4.7,-2.6,0.6,0.00,0.00,0.00,7.07,0.83
1943-11-01,5.6,-1.3,1.9,0.00,0.00,0.00,8.43,0.96
1943-11-02,7.7,-2.7,1.8,0.00,0.00,0.00,10.13,1.19
1943-11-03,6.9,-3.8,1.4,0.00,0.00,0.00,10.30,1.16
1943-11-04,5.3,-5.0,0.6,0.00,0.00,0.00,8.53,0.97
1943-11-05,2.3,-2.4,-0.7,2.80,0.60,1.54,5.24,0.59
1943-11-06,0.8,-4.9,-1.6,2.60,0.00,1.82,9.21,0.93
1943-11-07,-0.8,-5.9,-3.6,3.10,0.00,2.17,5.93,0.63
1943-11-08,-0.7,-6.7,-4.0,0.00,0.00,0.00,9.72,0.99
1943-11-09,-1.5,-8.8,-5.7,0.00,0.00,0.00,10.34,0.94
1943-11-10,2.8,-11.3,-5.0,0.00,0.00,0.00,10.04,0.99
1943-11-11,1.5,-12.0,-4.7,0.10,0.00,0.07,6.82,0.73
1943-11-12,1.4,-4.5,-2.0,0.10,0.00,0.07,8.73,0.86
1943-11-13,1.8,-4.5,-1.6,0.30,0.00,0.21,8.27,0.82
1943-11-14,-0.9,-10.9,-3.8,5.80,0.00,4.06,6.80,0.62
1943-11-15,-3.8,-20.2,-12.2,0.90,0.00,0.63,6.76,0.51
1943-11-16,-5.1,-19.2,-11.6,0.30,0.00,0.21,8.84,0.59
1943-11-17,-5.6,-23.1,-13.5,1.50,0.00,1.05,9.22,0.60
1943-11-18,-5.1,-14.3,-10.4,2.40,0.00,1.68,7.59,0.50
1943-11-19,-2.9,-19.1,-11.7,0.00,0.00,0.00,7.04,0.55
1943-11-20,0.3,-17.1,-8.2,0.00,0.00,0.00,7.59,0.68
1943-11-21,-2.0,-8.5,-5.4,4.80,0.10,3.29,5.54,0.49
1943-11-22,-2.7,-15.1,-9.3,0.00,0.00,0.00,7.98,0.55
1943-11-23,-3.0,-20.1,-11.8,0.00,0.00,0.00,8.13,0.56
1943-11-24,-2.4,-20.8,-11.6,0.40,0.00,0.28,6.45,0.49
1943-11-25,-2.8,-7.2,-5.7,8.10,0.00,5.67,3.75,0.35
1943-11-26,-6.7,-20.4,-14.0,0.20,0.00,0.14,7.09,0.40
1943-11-27,-5.0,-20.7,-14.5,0.00,0.00,0.00,7.11,0.46
1943-11-28,-2.5,-23.3,-12.3,1.40,0.00,0.98,4.78,0.42
1943-11-29,3.0,-8.5,-3.2,1.80,0.20,1.12,7.05,0.64
1943-11-30,-5.0,-18.3,-11.2,0.80,0.00,0.56,6.89,0.44
1943-12-01,-7.1,-18.6,-13.2,1.10,0.00,0.77,5.28,0.34
1943-12-02,-6.9,-21.0,-14.2,0.00,0.00,0.00,7.06,0.37
1943-12-03,-5.9,-16.0,-10.5,0.20,0.00,0.14,5.19,0.39
1943-12-04,-2.7,-7.3,-4.8,2.30,0.00,1.61,3.70,0.34
1943-12-05,-1.8,-10.2,-5.5,0.00,0.00,0.00,5.16,0.43
1943-12-06,-4.9,-14.8,-9.8,0.00,0.00,0.00,6.78,0.42
1943-12-07,-0.1,-8.8,-3.8,5.20,0.20,3.50,3.62,0.37
1943-12-08,-0.5,-4.0,-2.1,0.50,0.00,0.35,4.54,0.42
1943-12-09,-2.5,-12.1,-7.0,0.00,0.00,0.00,6.39,0.46
1943-12-10,-4.9,-16.8,-11.3,0.00,0.00,0.00,6.58,0.41
1943-12-11,-3.4,-14.5,-9.5,0.00,0.00,0.00,5.19,0.39
1943-12-12,-5.4,-19.3,-13.5,0.00,0.00,0.00,6.35,0.39
1943-12-13,-6.1,-13.8,-11.2,0.00,0.00,0.00,5.37,0.33
1943-12-14,-6.5,-19.4,-13.5,0.00,0.00,0.00,6.70,0.38
1943-12-15,-7.2,-19.3,-13.9,0.00,0.00,0.00,6.40,0.36
1943-12-16,-3.1,-10.9,-7.3,0.00,0.00,0.00,6.46,0.45
1943-12-17,-3.6,-12.9,-6.9,2.80,0.00,1.96,4.32,0.36
1943-12-18,0.0,-4.6,-2.3,1.80,0.00,1.26,3.84,0.39
1943-12-19,-2.5,-9.1,-5.1,5.50,0.00,3.85,2.12,0.26
1943-12-20,0.9,-7.0,-2.3,7.80,0.00,5.46,4.99,0.50
1943-12-21,-7.6,-20.0,-13.0,1.60,0.00,1.12,5.28,0.33
1943-12-22,-2.6,-9.2,-5.6,7.30,0.00,5.11,2.83,0.28
1943-12-23,-1.1,-6.2,-4.6,2.10,0.00,1.47,3.99,0.38
1943-12-24,-4.4,-11.8,-8.3,0.00,0.00,0.00,6.20,0.40
1943-12-25,-8.6,-15.6,-11.5,0.00,0.00,0.00,6.19,0.36
1943-12-26,-15.1,-26.0,-19.2,0.00,0.00,0.00,6.93,0.31
1943-12-27,-10.1,-16.9,-13.1,0.00,0.00,0.00,6.62,0.49
1943-12-28,-5.0,-14.6,-9.9,0.00,0.00,0.00,6.31,0.40
1943-12-29,-8.0,-14.3,-10.8,0.00,0.00,0.00,6.58,0.37
1943-12-30,-9.6,-16.1,-12.9,0.00,0.00,0.00,6.67,0.39
1943-12-31,-12.9,-17.1,-15.2,0.00,0.00,0.00,6.34,0.32
1944-01-01,-14.6,-21.0,-17.8,0.00,0.00,0.00,6.89,0.34
1944-01-02,-4.7,-13.5,-9.2,0.00,0.00,0.00,6.15,0.48
1944-01-03,-9.7,-20.8,-15.4,0.00,0.00,0.00,7.14,0.44
1944-01-04,-8.2,-18.0,-13.6,0.40,0.00,0.28,5.83,0.45
1944-01-05,-11.9,-19.2,-15.1,0.00,0.00,0.00,6.34,0.35
1944-01-06,-15.6,-23.6,-19.7,0.00,0.00,0.00,7.24,0.31
1944-01-07,-10.5,-22.0,-16.9,0.00,0.00,0.00,6.15,0.40
1944-01-08,-6.0,-19.5,-14.4,0.00,0.00,0.00,6.80,0.44
1944-01-09,-5.2,-17.1,-11.8,0.00,0.00,0.00,6.88,0.45
1944-01-10,-3.4,-12.4,-8.2,0.00,0.00,0.00,6.38,0.49
1944-01-11,-2.2,-9.6,-7.0,0.00,0.00,0.00,6.97,0.50
1944-01-12,-3.7,-14.3,-9.2,0.00,0.00,0.00,5.96,0.50
1944-01-13,-1.3,-12.8,-7.2,0.00,0.00,0.00,6.88,0.51
1944-01-14,-3.5,-12.6,-8.2,0.00,0.00,0.00,7.40,0.60
1944-01-15,-3.4,-17.5,-9.4,0.00,0.00,0.00,7.70,0.59
1944-01-16,-4.6,-15.4,-10.2,0.00,0.00,0.00,7.16,0.54
1944-01-17,-4.0,-17.8,-11.5,0.00,0.00,0.00,8.06,0.66
1944-01-18,-4.4,-15.2,-10.5,0.00,0.00,0.00,8.19,0.62
1944-01-19,-3.4,-13.7,-9.4,0.00,0.00,0.00,7.43,0.61
1944-01-20,-3.5,-13.8,-9.8,0.00,0.00,0.00,8.23,0.67
1944-01-21,0.1,-13.5,-7.9,0.00,0.00,0.00,6.70,0.59
1944-01-22,-3.2,-15.1,-9.0,0.00,0.00,0.00,8.04,0.59
1944-01-23,-4.3,-14.3,-9.3,0.00,0.00,0.00,7.19,0.55
1944-01-24,-5.0,-15.0,-9.5,0.00,0.00,0.00,8.02,0.59
1944-01-25,-5.0,-13.8,-9.8,0.10,0.00,0.07,8.10,0.57
1944-01-26,-5.7,-12.2,-9.0,1.10,0.00,0.77,8.30,0.57
1944-01-27,-1.1,-12.3,-7.3,1.80,0.00,1.26,7.03,0.61
1944-01-28,1.1,-9.5,-4.7,0.00,0.00,0.00,8.45,0.81
1944-01-29,0.9,-7.4,-4.0,0.00,0.00,0.00,8.66,0.83
1944-01-30,-1.1,-13.1,-6.9,0.00,0.00,0.00,9.53,0.94
1944-01-31,-1.8,-13.5,-8.1,0.00,0.00,0.00,9.83,0.91
1944-02-01,-1.0,-13.6,-8.3,0.00,0.00,0.00,10.03,0.91
1944-02-02,1.1,-13.1,-6.5,0.00,0.00,0.00,9.03,1.05
1944-02-03,4.9,-4.5,-0.4,0.00,0.00,0.00,8.85,0.99
1944-02-04,-1.3,-12.8,-4.5,2.10,0.20,1.33,8.83,0.81
1944-02-05,-7.6,-14.8,-11.4,4.70,0.00,3.29,8.10,0.59
1944-02-06,-7.7,-15.7,-12.0,1.30,0.00,0.91,9.65,0.63
1944-02-07,-10.2,-21.0,-15.4,0.00,0.00,0.00,11.09,0.64
1944-02-08,-2.5,-13.0,-9.0,1.10,0.00,0.77,9.48,0.81
1944-02-09,-8.7,-14.8,-11.5,0.50,0.00,0.35,10.31,0.65
1944-02-10,-7.2,-17.2,-12.1,7.30,0.00,5.11,6.58,0.49
1944-02-11,-12.9,-20.3,-16.6,0.00,0.00,0.00,11.35,0.55
1944-02-12,-11.4,-18.6,-15.3,0.00,0.00,0.00,11.20,0.63
1944-02-13,-13.1,-22.6,-18.4,0.00,0.00,0.00,12.12,0.59
1944-02-14,-9.7,-19.9,-15.0,0.00,0.00,0.00,10.83,0.65
1944-02-15,-6.4,-19.9,-14.1,0.00,0.00,0.00,12.26,0.75
1944-02-16,-7.0,-20.1,-13.9,0.00,0.00,0.00,12.48,0.77
1944-02-17,-6.6,-20.7,-13.5,0.00,0.00,0.00,12.81,0.85
1944-02-18,-6.2,-21.6,-13.7,0.00,0.00,0.00,13.17,0.91
1944-02-19,-8.5,-17.7,-13.2,0.10,0.00,0.07,10.28,0.68
1944-02-20,-5.5,-18.5,-12.3,0.00,0.00,0.00,12.33,0.92
1944-02-21,-6.5,-21.8,-13.4,0.00,0.00,0.00,13.06,0.91
1944-02-22,-8.9,-16.1,-11.4,1.70,0.00,1.19,7.53,0.54
1944-02-23,-7.0,-18.5,-11.8,0.00,0.00,0.00,13.49,0.93
1944-02-24,-4.0,-15.9,-9.7,0.00,0.00,0.00,12.57,1.00
1944-02-25,-3.6,-19.2,-10.3,0.00,0.00,0.00,14.30,1.13
1944-02-26,-2.7,-18.6,-9.7,0.00,0.00,0.00,13.81,1.12
1944-02-27,-4.4,-11.2,-7.2,1.10,0.00,0.77,7.71,0.63
1944-02-28,-4.2,-9.3,-6.1,11.60,0.00,8.12,6.26,0.55
1944-02-29,-3.9,-6.8,-5.1,15.60,0.00,10.92,7.73,0.70
1944-03-01,-3.9,-10.9,-7.0,0.20,0.00,0.14,14.58,1.17
1944-03-02,-3.9,-16.6,-9.7,0.00,0.00,0.00,15.36,1.21
1944-03-03,-5.3,-13.4,-9.5,0.90,0.10,0.56,13.99,1.02
1944-03-04,-7.4,-19.6,-12.8,0.00,0.00,0.00,16.53,1.13
1944-03-05,-9.4,-15.1,-12.5,0.50,0.00,0.35,11.04,0.76
1944-03-06,-7.0,-17.4,-12.0,0.80,0.00,0.56,13.53,0.94
1944-03-07,-2.9,-13.4,-8.3,1.80,0.00,1.26,12.06,1.10
1944-03-08,-0.9,-14.1,-7.1,0.00,0.00,0.00,15.54,1.47
1944-03-09,-0.3,-11.7,-5.6,0.00,0.00,0.00,16.64,1.59
1944-03-10,-1.4,-13.7,-7.3,0.00,0.00,0.00,15.53,1.45
1944-03-11,-1.7,-16.3,-8.2,0.00,0.00,0.00,16.22,1.43
1944-03-12,-6.5,-11.9,-9.2,1.30,0.00,0.91,17.25,1.22
1944-03-13,-0.3,-15.9,-7.9,1.90,0.30,1.12,15.53,1.47
1944-03-14,-6.7,-10.5,-8.4,2.70,0.10,1.82,16.84,1.23
1944-03-15,-6.6,-16.8,-11.6,0.00,0.00,0.00,18.90,1.32
1944-03-16,-4.4,-17.9,-11.4,0.00,0.00,0.00,19.35,1.46
1944-03-17,-2.5,-18.7,-10.4,0.50,0.00,0.35,15.95,1.34
1944-03-18,1.4,-13.8,-6.8,0.00,0.00,0.00,19.79,1.89
1944-03-19,3.6,-12.1,-4.8,0.00,0.00,0.00,19.72,2.09
1944-03-20,-1.2,-10.8,-6.4,0.00,0.00,0.00,17.40,1.61
1944-03-21,-2.9,-12.7,-7.5,2.40,0.00,1.68,17.52,1.46
1944-03-22,-6.5,-13.1,-9.9,0.10,0.00,0.07,20.64,1.50
1944-03-23,-6.9,-19.5,-12.1,0.00,0.00,0.00,20.25,1.35
1944-03-24,-3.2,-18.2,-10.5,0.00,0.00,0.00,20.22,1.61
1944-03-25,-5.3,-12.7,-8.0,0.90,0.00,0.63,21.26,1.56
1944-03-26,-1.0,-15.7,-8.2,0.00,0.00,0.00,21.20,1.85
1944-03-27,2.0,-8.5,-3.9,0.00,0.00,0.00,19.29,1.92
1944-03-28,1.6,-8.6,-3.5,0.00,0.00,0.00,17.83,1.85
1944-03-29,2.3,-7.4,-2.4,0.00,0.00,0.00,20.61,2.13
1944-03-30,-2.0,-7.8,-4.1,0.00,0.00,0.00,15.75,1.44
1944-03-31,0.8,-4.6,-2.3,3.30,0.20,2.17,14.76,1.51
1944-04-01,-2.7,-10.2,-6.1,0.00,0.00,0.00,23.21,1.94
1944-04-02,0.3,-11.9,-5.0,0.00,0.00,0.00,19.09,1.92
1944-04-03,1.1,-5.1,-2.0,0.40,0.00,0.28,14.85,1.59
1944-04-04,4.6,-4.1,0.3,0.80,0.30,0.35,15.15,1.80
1944-04-05,4.1,-5.4,-0.0,0.00,0.00,0.00,19.89,2.28
1944-04-06,4.7,-5.5,-0.3,0.00,0.00,0.00,23.62,2.71
1944-04-07,4.1,-7.4,-1.3,0.00,0.00,0.00,20.29,2.28
1944-04-08,3.1,-1.5,0.8,2.90,2.40,0.35,14.72,1.72
1944-04-09,3.2,-0.6,0.9,4.60,1.20,2.38,8.98,1.12
1944-04-10,7.3,-0.4,3.1,0.00,0.00,0.00,20.56,2.57
1944-04-11,6.3,-3.3,1.3,0.00,0.00,0.00,21.50,2.62
1944-04-12,6.5,-4.5,1.0,0.00,0.00,0.00,23.22,2.81
1944-04-13,5.2,-3.9,1.1,0.00,0.00,0.00,18.73,2.26
1944-04-14,5.8,-9.2,-0.4,0.00,0.00,0.00,19.53,2.35
1944-04-15,5.3,-3.7,1.1,0.00,0.00,0.00,17.74,2.09
1944-04-16,6.0,-1.5,2.5,0.30,0.30,0.00,15.02,1.84
1944-04-17,6.4,0.5,2.9,6.20,6.20,0.00,17.14,2.12
1944-04-18,7.7,-0.2,3.4,3.00,2.40,0.42,21.38,2.77
1944-04-19,4.7,-0.2,2.1,8.70,8.50,0.14,8.49,1.17
1944-04-20,5.5,-0.4,2.4,6.20,6.20,0.00,9.87,1.32
1944-04-21,9.0,-0.0,4.2,1.40,1.40,0.00,19.39,2.65
1944-04-22,11.1,-0.6,5.0,0.00,0.00,0.00,24.05,3.36
1944-04-23,12.5,-1.7,5.8,0.00,0.00,0.00,23.43,3.42
1944-04-24,13.9,-1.6,6.7,0.00,0.00,0.00,24.31,3.60
1944-04-25,9.3,-2.7,3.2,1.10,0.40,0.49,17.77,2.51
1944-04-26,3.6,-2.0,0.5,2.70,0.10,1.82,13.23,1.79
1944-04-27,7.2,-5.8,1.2,0.00,0.00,0.00,26.45,3.27
1944-04-28,8.3,-3.8,2.3,0.00,0.00,0.00,26.97,3.47
1944-04-29,6.1,-1.7,2.0,0.00,0.00,0.00,24.62,3.03
1944-04-30,7.4,-4.7,1.4,0.00,0.00,0.00,26.39,3.34
1944-05-01,8.5,-3.2,2.6,0.00,0.00,0.00,24.00,3.17
1944-05-02,11.8,-3.1,5.3,0.00,0.00,0.00,22.33,3.30
1944-05-03,13.3,0.1,7.5,0.20,0.20,0.00,25.55,3.85
1944-05-04,11.3,0.4,6.5,0.00,0.00,0.00,25.46,3.67
1944-05-05,7.2,3.1,4.8,4.40,4.40,0.00,13.05,1.74
1944-05-06,5.9,1.1,3.6,18.50,16.60,1.33,6.58,0.95
1944-05-07,8.7,1.0,4.3,21.70,19.80,1.33,11.62,1.65
1944-05-08,8.6,3.4,5.8,18.40,18.00,0.28,7.79,1.24
1944-05-09,9.7,1.5,5.1,7.80,7.20,0.42,19.02,2.68
1944-05-10,11.7,2.1,5.6,8.20,7.80,0.28,18.18,2.63
1944-05-11,11.2,1.1,6.4,0.50,0.50,0.00,18.98,2.80
1944-05-12,8.9,1.9,5.3,6.30,6.30,0.00,14.30,1.99
1944-05-13,11.7,2.7,6.8,0.50,0.50,0.00,22.74,3.34
1944-05-14,8.7,3.0,6.0,4.40,4.40,0.00,14.45,2.13
1944-05-15,9.9,-1.8,5.0,1.70,1.70,0.00,22.86,3.23
1944-05-16,8.5,2.5,5.2,6.50,6.50,0.00,17.94,2.37
1944-05-17,6.3,1.4,3.7,11.20,10.50,0.49,9.21,1.27
1944-05-18,9.1,-0.4,4.9,2.10,2.10,0.00,20.59,2.75
1944-05-19,9.6,1.2,5.7,0.50,0.50,0.00,20.08,2.78
1944-05-20,10.8,3.5,6.8,3.20,3.20,0.00,20.90,3.00
1944-05-21,9.8,2.2,5.2,21.70,20.70,0.70,14.01,1.99
1944-05-22,7.0,0.1,3.9,5.10,4.80,0.21,15.88,2.15
1944-05-23,8.5,-3.3,3.1,0.00,0.00,0.00,29.58,3.90
1944-05-24,8.7,-1.1,4.8,0.40,0.40,0.00,22.39,3.08
1944-05-25,11.4,-1.0,6.0,0.10,0.10,0.00,25.59,3.68
1944-05-26,13.5,-1.8,7.4,0.00,0.00,0.00,29.44,4.58
1944-05-27,17.3,2.6,10.3,0.00,0.00,0.00,26.07,4.37
1944-05-28,15.2,7.3,11.0,1.60,1.60,0.00,16.68,2.79
1944-05-29,15.3,6.6,10.6,2.10,2.10,0.00,14.97,2.50
1944-05-30,15.4,7.4,11.0,0.80,0.80,0.00,23.58,3.79
1944-05-31,16.0,7.0,10.9,0.40,0.40,0.00,25.60,4.09
1944-06-01,15.1,5.7,10.2,3.90,3.90,0.00,20.49,3.18
1944-06-02,13.2,2.7,8.9,0.50,0.50,0.00,20.04,3.20
1944-06-03,12.9,2.3,8.8,1.20,1.20,0.00,21.98,3.46
1944-06-04,11.9,5.3,8.1,7.40,7.40,0.00,19.54,2.85
1944-06-05,13.0,5.6,9.1,1.30,1.30,0.00,20.16,3.14
1944-06-06,8.0,5.2,6.8,21.40,21.20,0.14,5.16,0.89
1944-06-07,7.4,0.9,4.7,24.20,22.90,0.91,9.01,1.37
1944-06-08,11.1,0.9,6.1,0.00,0.00,0.00,28.70,3.94
1944-06-09,8.8,3.4,6.3,0.30,0.30,0.00,18.78,2.63
1944-06-10,11.9,3.7,7.7,0.40,0.40,0.00,18.96,2.81
1944-06-11,6.6,3.6,5.7,16.30,16.10,0.14,4.39,0.79
